Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2013-03-12,2013-03-12-T-001,1,New Immigrants and Their Impact on the Religious Landscape in Singapore,,OA,
2013-03-12,2013-03-12-T-002,2,Scheme for Housing of Foreign Talent (SHiFT),,OA,
2013-03-12,2013-03-12-T-003,3,Singapore's Imported Beef Products,,OA,
2013-03-12,2013-03-12-T-004,4,Investigations into Purchase of Bicycles by NParks,,OA,
2013-03-12,2013-03-12-T-005,5,Estimates of Expenditure for the Financial Year 1 April 2013 to 31 March 2014,Committee of Supply – Paper Cmd 3 of 2013,OS,
2013-03-12,2013-03-12-T-006,6,Committee of Supply – Head L (Ministry of the Environment and Water Resources),,OS,
2013-03-12,2013-03-12-T-007,7,Committee of Supply – Head O (Ministry of Health),,OS,
2013-03-12,2013-03-12-T-008,8,Committee of Supply – Head W (Ministry of Transport),,OS,
2013-03-12,2013-03-12-T-009,9,Committee of Supply Reporting Progress,,OS,
2013-03-12,2013-03-12-T-010,10,Adjournment,,OS,
