Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-11-02,2020-11-02-T-001,1,Nurturing Soft Skills in Students,"Impact of e-learning, digitisation and safe distancing measures on inculcating of soft skills",OA,
2020-11-02,2020-11-02-T-002,2,Training Safe Distancing Ambassadors for Easing of COVID-19 Measures,,OA,
2020-11-02,2020-11-02-T-003,3,"More Assistance for Low-wage and Elderly Jobseekers and for Students Majoring in Aerospace, Aviation and Hospitality",,OA,
2020-11-02,2020-11-02-T-004,4,Drivers of Cost Increases in Healthcare,,OA,
2020-11-02,2020-11-02-T-005,5,Adjustments in Medishield Life Premiums Given Difficult Climate,,OA,
2020-11-02,2020-11-02-T-006,6,Portion of Average Bill for Surgical Procedure Paid Via MediShield Life and Via Out-of-pocket Payments,,OA,
2020-11-02,2020-11-02-T-007,7,Review of Distribution Methods for Budget 2020 Grocery Vouchers,,OA,
2020-11-02,2020-11-02-T-008,8,Payment Services (Amendment) Bill,,BI,
2020-11-02,2020-11-02-T-009,9,Multimodal Transport Bill,,BI,
2020-11-02,2020-11-02-T-010,10,COVID-19 (Temporary Measures) (Amendment No 3) Bill,,BI,
2020-11-02,2020-11-02-T-011,11,Personal Data Protection (Amendment) Bill,,BP,
2020-11-02,2020-11-02-T-012,12,Exempted Business,,OS,
2020-11-02,2020-11-02-T-013,13,Apostille Bill,,BP,
2020-11-02,2020-11-02-T-014,14,Adjournment,,OS,
2020-11-02,2020-11-02-T-015,15,Regular Reports and Training for Educators on Sexual Misconduct on Campuses,,WANA,1
2020-11-02,2020-11-02-T-016,16,Impact of National Wages Council 2020/2021 Guidelines on CPF Contributions on Local Employees,,WANA,1
2020-11-02,2020-11-02-T-017,17,Supply Disruptions Due to Increased COVID-19 Cases and Movement Control Order in Malaysia,,WANA,1
2020-11-02,2020-11-02-T-018,18,Reasons for Making TraceTogether Compulsory,,WANA,1
2020-11-02,2020-11-02-T-019,19,Managing Demand in Construction Sector Caused by Project Delays,,WANA,1
2020-11-02,2020-11-02-T-020,20,Noise Mitigation Measures for Residential Areas Near Sembawang Air Base,,WANA,1
2020-11-02,2020-11-02-T-021,21,Approval and Profile of Applicants for Subsidies under Seniors Mobility and Enabling Fund for Hearing Aids,,WANA,1
2020-11-02,2020-11-02-T-022,22,Investigations into Complaints that Retrenchments Do Not Adequately Comply with Advisories to Retain Strong Singapore Core,,WANA,1
2020-11-02,2020-11-02-T-023,23,Steering Companies Towards Automation Due to Reduced Inflow of Foreign Labour,,WANA,1
2020-11-02,2020-11-02-T-024,24,Plans to Regulate and Assess Design and Construction Carbon Footprint of New Buildings,,WANA,1
2020-11-02,2020-11-02-T-025,25,Reasons for Small but Persistent Number of COVID-19 Infections Amongst Foreign Workers,,WANA,1
2020-11-02,2020-11-02-T-026,26,Affordable and Comprehensive Insurance Coverage for Foreign Workers,,WANA,1
2020-11-02,2020-11-02-T-027,27,Number and Quality of School-based Student Care Centres,,WANA,1
2020-11-02,2020-11-02-T-028,28,"Complaints of Disamenities Caused by Littering, Smoking and Excessive Noise and Smells and Cases Resolved via Mediation",,WANA,1
2020-11-02,2020-11-02-T-029,29,Standard Operating Procedure for Technical Teams to Follow When Investigating MRT Service Disruptions,,WANA,1
2020-11-02,2020-11-02-T-030,30,Review on Social Benefits for Lower and Middle Income Households,,WANA,1
2020-11-02,2020-11-02-T-031,31,Allocation of Teaching Time for Maths and Science Subjects from Primary 3 to Primary 6,,WANA,1
2020-11-02,2020-11-02-T-032,32,Rationale for Shareholding Threshold to Qualify SMEs for Grants,,WANA,1
2020-11-02,2020-11-02-T-033,33,Reviewing Sustainability of Convictions and Sentences After Amendment to Legislation,,WANA,1
2020-11-02,2020-11-02-T-034,34,Employment Dispute Cases Due to Abuse of the System by Foreign Workers,,WANA,1
2020-11-02,2020-11-02-T-035,35,Proportion of Nursing Positions in Total Traineeships and Jobs Created,,WANA,1
