Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-02-28,2020-02-28-T-001,1,Plans for Allied Educators in Schools for Learning and Classroom Support,,OA,
2020-02-28,2020-02-28-T-002,2,Cases of Undeclared Peanut Allergens in Food Products,,OA,
2020-02-28,2020-02-28-T-003,3,Debate on Annual Budget Statement,,OS,
2020-02-28,2020-02-28-T-004,4,Commencement Time of Committee of Supply,Announcement by Mr Speaker,OS,
2020-02-28,2020-02-28-T-005,5,Estimates of Expenditure of Singapore for the Financial Year 1 April 2020 to 31 March 2021,Committee of Supply – Paper Cmd 24 of 2020,OS,
2020-02-28,2020-02-28-T-006,6,Committee of Supply – Head U (Prime Minister's Office),,OS,
2020-02-28,2020-02-28-T-007,7,Committee of Supply – Head M (Ministry of Finance),,OS,
2020-02-28,2020-02-28-T-008,8,Committee of Supply – Head B (Attorney-General's Chambers),,OS,
2020-02-28,2020-02-28-T-009,9,Committee of Supply – Head R (Ministry of Law),,OS,
2020-02-28,2020-02-28-T-010,10,Committee of Supply Reporting Progress,,OS,
2020-02-28,2020-02-28-T-011,11,Adjournment,,OS,
2020-02-28,2020-02-28-T-012,12,"Data on Median and Mean Road Taxes Paid by Owners of Electric, Hybrid and Petrol Cars in Past Three Years",,WA,
