Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2022-03-11,2022-03-11-T-001,1,Update on Review to Extend Working Mother's Child Relief and Parenthood Tax Rebate to Single Unwed Parents,,OA,
2022-03-11,2022-03-11-T-002,2,Tax Treatment of Revenue of Sale of Non-fungible Tokens,,OA,
2022-03-11,2022-03-11-T-003,3,Extension of Temporary Electricity Contracting Support Scheme,,OA,
2022-03-11,2022-03-11-T-004,4,Supply Bill,,BP,
2022-03-11,2022-03-11-T-005,5,Second Supplementary Supply (2021) Bill,,BP,
2022-03-11,2022-03-11-T-006,6,Acknowledgement to the Chair ,,OS,
2022-03-11,2022-03-11-T-007,7,COVID-19 (Temporary Measures) (Amendment) Bill,,BP,
2022-03-11,2022-03-11-T-008,8,Gambling Control Bill,,BP,
2022-03-11,2022-03-11-T-009,9,Gambling Regulatory Authority of Singapore Bill,,BP,
2022-03-11,2022-03-11-T-010,10,Adjournment,,OS,
2022-03-11,2022-03-11-T-011,11,Details of SAF's COVID-19 Rapid Containment Plans at Military Camps and Their Effectiveness,,WA,
2022-03-11,2022-03-11-T-012,12,Requests from Households for Additional Antigen Rapid Test Kits in Past Year,,WA,
2022-03-11,2022-03-11-T-013,13,Statistics on Enforcement Actions against Employers for Compelling Work Permit Holders to Work on Rest Days without Prior Written Agreement between 2016 and 2020,,WA,
