Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2017-07-04,2017-07-04-T-001,1,Pursuit of Second Degree at Local Universities,,OA,
2017-07-04,2017-07-04-T-002,2,Modular Courses at Institutes of Higher Learning that Teach Future Economy Skills,,OA,
2017-07-04,2017-07-04-T-003,3,Measures to Minimise Radicalisation in Our Community,,OA,
2017-07-04,2017-07-04-T-004,4,Fair Treatment of Subcontractors in Government Projects,,OA,
2017-07-04,2017-07-04-T-005,5,Time between Polling and Awarding a Contract for HDB's Home Improvement Programme,,OA,
2017-07-04,2017-07-04-T-006,6,Application and Price Trends for NEA Hawker Stalls,,OA,
2017-07-04,2017-07-04-T-007,7,Adequacy of Energy Sources for Future Needs,,OA,
2017-07-04,2017-07-04-T-008,8,Nationwide Urban Logistics Connectivity,,OA,
2017-07-04,2017-07-04-T-009,9,Data on Online Retail Transactions,,OA,
2017-07-04,2017-07-04-T-010,10,SMEs' Feedback for Bilateral and Multilateral Trade Agreements,,OA,
2017-07-04,2017-07-04-T-011,11,Traffic Signs Partly Covered by Trees and Shrubs,,OA,
2017-07-04,2017-07-04-T-012,12,Measures to Ensure Stable Motorcycle COE Prices,,OA,
2017-07-04,2017-07-04-T-013,13,Information on Public Sector Corruption Cases in 2016,,OA,
2017-07-04,2017-07-04-T-014,14,Website Accessibility by Persons with Disabilities,,OA,
2017-07-04,2017-07-04-T-015,15,Assisted Reproductive Technology Success Rates at Public and Private Centres,,OA,
2017-07-04,2017-07-04-T-016,16,Measures to Identify and Help Women with Ante- and Postnatal Depression,,OA,
2017-07-04,2017-07-04-T-017,17,38 Oxley Road,Debate on Ministerial Statements,OS,
2017-07-04,2017-07-04-T-018,18,Time Limit for Minister's Speech,Suspension of Standing Orders,OS,
2017-07-04,2017-07-04-T-019,19,38 Oxley Road,Debate on Ministerial Statements,OS,
2017-07-04,2017-07-04-T-020,20,Monetary Authority of Singapore (Amendment) Bill ,,BP,
2017-07-04,2017-07-04-T-021,21,Home Team Corps Bill ,,BP,
2017-07-04,2017-07-04-T-022,22,Adjournment,,OS,
2017-07-04,2017-07-04-T-023,23,Reducing Mobile Roaming Charges across ASEAN,,WANA,
2017-07-04,2017-07-04-T-024,24,Unpaid Income Tax of Deceased Persons,,WANA,
2017-07-04,2017-07-04-T-025,25,Taxes on Loose Tobacco Leaves and Cigarette Paper,,WANA,
2017-07-04,2017-07-04-T-026,26,Suicides of Migrant Workers,,WANA,
2017-07-04,2017-07-04-T-027,27,Protection and Rehabilitation of Women of Domestic Abuse,,WANA,
2017-07-04,2017-07-04-T-028,28,Industry Readiness of Our Graduates,,WANA,
2017-07-04,2017-07-04-T-029,29,Risks of Smoking Unfiltered Tobacco Leaves,,WANA,
2017-07-04,2017-07-04-T-030,30,Counter-terrorism Training for Event Organisers,,WANA,
2017-07-04,2017-07-04-T-031,31,Harsher Penalties for Causing Public Nuisance and Victimising Vulnerable Persons,,WANA,
2017-07-04,2017-07-04-T-032,32,Lift Trials and Lift Upgrading Programme in Bedok and Sengkang South,,WANA,
2017-07-04,2017-07-04-T-033,33,Opportunities for Local Businesses in Belt and Road Projects,,WANA,
2017-07-04,2017-07-04-T-034,34,Complaints against Multi-level Marketing Companies,,WANA,
2017-07-04,2017-07-04-T-035,35,Applications and Assessment for Private Hire Car Driver's Vocational Licence,,WANA,
2017-07-04,2017-07-04-T-036,36,Protection of Consumers' Interests in Private Hire Car Market,,WANA,
2017-07-04,2017-07-04-T-037,37,Emergency Preparedness Courses in Schools,,WANA,
2017-07-04,2017-07-04-T-038,38,Child Booster Seats in Private Hire Cars,,WANA,
2017-07-04,2017-07-04-T-039,39,Comprehensive Background Checks and Screening of Auxiliary Police Officers,,WANA,
2017-07-04,2017-07-04-T-040,40,Lapsed Life Insurance Policies/Saving Plans Due to Non-payment of Premiums,,WA,
2017-07-04,2017-07-04-T-041,41,Rental Bicycle Users Fined for Illegal Parking,,WA,
2017-07-04,2017-07-04-T-042,42,Residents on HDB Public Rental Scheme,,WA,
2017-07-04,2017-07-04-T-043,43,Applicants for Sale of Tissue Packs under Street Hawking Scheme,,WA,
2017-07-04,2017-07-04-T-044,44,Quality Internship Opportunities for Students of Vocational Institutions,,WA,
