Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2022-03-02,2022-03-02-T-001,1,Complementing Import of Antigen Rapid Test Kits with Local Supply,,OA,
2022-03-02,2022-03-02-T-002,2,Silver Generation Officers Involved in Outreach and Home Visit Activities,,OA,
2022-03-02,2022-03-02-T-003,3,Mandatory Rest Day for Migrant Domestic Worker and Ensuring a 24-Hour period of Uninterrupted Rest,,OA,
2022-03-02,2022-03-02-T-004,4,Complaints About Veterinarians and Proposal to Form Professional Body for Self-regulation,,OA,
2022-03-02,2022-03-02-T-005,5,Breakdown of Cases Prosecuted for Illegal Import and Export of Endangered Species in the Past Five Years,,OA,
2022-03-02,2022-03-02-T-006,6,Debate on Annual Budget Statement,,OS,
2022-03-02,2022-03-02-T-007,7,Commencement Time of Committee of Supply,Announcement by Mr Speaker,OS,
2022-03-02,2022-03-02-T-008,8,Estimates of Expenditure for the Financial Year 1 April 2022 to 31 March 2023,Committee of Supply – Paper Cmd 12 of 2022,OS,
2022-03-02,2022-03-02-T-009,9,Committee of Supply – Head U (Prime Minister's Office),Good governance,OS,
2022-03-02,2022-03-02-T-010,10,Committee of Supply – Head M (Ministry of Finance),Good governance,OS,
2022-03-02,2022-03-02-T-011,11,Committee of Supply – Head J (Ministry of Defence),Securing our place in the world,OS,
2022-03-02,2022-03-02-T-012,12,Committee of Supply Reporting Progress,,OS,
2022-03-02,2022-03-02-T-013,13,Adjournment,,OS,
2022-03-02,2022-03-02-T-014,14,Proposal to Ban Practice of Declawing Cats,,WANA,
2022-03-02,2022-03-02-T-015,15,Proposal to Make Micro-chipping of Cats Mandatory,,WANA,
2022-03-02,2022-03-02-T-016,16,Annual Number of Applications to Legal Aid Bureau on Grants of Probate or Letters of Administration,,WA,
2022-03-02,2022-03-02-T-017,17,Annual Number of Applications to Legal Aid Bureau to Appoint Deputy under Mental Capacity Act,,WA,
2022-03-02,2022-03-02-T-018,18,Improvements in Attendance Rate of Primary and Secondary Students with Absenteeism Issues and Supported by UPLIFT,,WA,
2022-03-02,2022-03-02-T-019,19,Update on Enforcement Actions against Purveyors of False Claims of Pharmaceutical Products' Efficacy in Treating COVID-19,,WA,
2022-03-02,2022-03-02-T-020,20,Studies on Effects of Introduction of Gender-neutral Fertility Leave on Employability of Individuals Using It,,WA,
2022-03-02,2022-03-02-T-021,21,Efforts to Ensure Migrant Workers without Letter of Guarantee from Employers Can Access Medical Treatment,,WA,
2022-03-02,2022-03-02-T-022,22,Clarification by Minister for Finance,,WS,
