Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-10-15,2020-10-15-T-001,1,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,,OA,
2020-10-15,2020-10-15-T-002,2,Racial Proportions in Current Immigration Policy,,OA,
2020-10-15,2020-10-15-T-003,3,Impact of Fall in Government Revenue on Decisions on Infrastructure Projects and Borrowings,,OA,
2020-10-15,2020-10-15-T-004,4,Training Cybersecurity Experts for Singapore,,OA,
2020-10-15,2020-10-15-T-005,5,Impact on MediSave Withdrawal Limits When MediShield Life Premium Payments Rise ,,OA,
2020-10-15,2020-10-15-T-006,6,Impact of Controlled Entry and Exit Points in Buildings for SafeEntry Scanning on Fire Safety ,,OA,
2020-10-15,2020-10-15-T-007,7,"Number of Singaporeans Provided Childcare, Pre-school and After-school Care Subsidies",Proposal for uniform fee for all parents,OA,
2020-10-15,2020-10-15-T-008,8,Continual Contact between Natural Parents and Children-In-Care Despite COVID-19 Safe Distancing Measures,,OA,
2020-10-15,2020-10-15-T-009,9,Percentage of Hawker Centres and Coffeeshops Ready to Implement Gender Ratio Requirement in Public Toilets,,OA,
2020-10-15,2020-10-15-T-010,10,Review of Fines for Illegal Deployment of Foreign Domestic Workers,,OA,
2020-10-15,2020-10-15-T-011,11,Alternatives to Stack Ranking Model for Appraisal of Teachers,,OA,
2020-10-15,2020-10-15-T-012,12,Residents Affected by Chemical Odours from Factories in Pioneer Constituency,,OA,
2020-10-15,2020-10-15-T-013,13,Take-up Rate for Skillsfuture Courses amidst COVID-19 Pandemic,,OA,
2020-10-15,2020-10-15-T-014,14,Delay in Roll-out of Distance-based Charging in Next-generation ERP System,,OA,
2020-10-15,2020-10-15-T-015,15,Proceedings on 15 October 2020,Business motion without notice,OS,
2020-10-15,2020-10-15-T-016,16,Overview of Government’s Strategy to Emerge Stronger from the COVID-19 Pandemic ,Debate on Ministerial Statement,OS,
2020-10-15,2020-10-15-T-017,17,Exempted Business,,OS,
2020-10-15,2020-10-15-T-018,18,Time Limit for Deputy Prime Minister's Speech,Suspension of Standing Orders,OS,
2020-10-15,2020-10-15-T-019,19,Overview of Government's Strategy to Emerge Stronger from the COVID-19 Pandemic,,OS,
2020-10-15,2020-10-15-T-020,20,Third Supplementary Estimates of Expenditure for the Financial Year 1 April 2020 to 31 March 2021,Paper Cmd 3 of 2020,OS,
2020-10-15,2020-10-15-T-021,21,Third Supplementary Supply and Budget Adjustments (FY 2020) Bill,,BP,
2020-10-15,2020-10-15-T-022,22,Adjournment,,OS,
2020-10-15,2020-10-15-T-023,23,Eradicating Mental Health Stigmatisation,,OS,
2020-10-15,2020-10-15-T-024,24,Detention Orders and Police Supervision Orders Issued under Criminal Law (Temporary Provisions) Act in Past Three Years,,WA,
2020-10-15,2020-10-15-T-025,25,Permanent Residents Granted Citizenship Status Each Year in Last Three Years,,WA,
2020-10-15,2020-10-15-T-026,26,Statistics on Annual Disbursements in Provision of Government Funds for Legal Aid to Defendants in Criminal Cases,,WA,
2020-10-15,2020-10-15-T-027,27,Yearly Loss Ratio of MediShield Life (Basic) in Last Five Years,,WA,
2020-10-15,2020-10-15-T-028,28,Statistics on Annual MediShield Life Payouts and Claims over Last Five Years,,WA,
2020-10-15,2020-10-15-T-029,29,Development Support and Learning Support Programmes in Anchor Operator Pre-schools,,WA,
2020-10-15,2020-10-15-T-030,30,"Links between Money Laundering, Corruption and Fraud and Illegal Wildlife Trade Occurring in or Connected to Singapore",,WA,
